Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Gls/90,Ast,Ast/90,G+A,G+A/90,xG,xG/90,xAG,xAG/90,npxG,npxG/90,G-PK,G-PK/90,Tkl,Tkl/90,TklW,TklW/90,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks/90,Int,Int/90,Tkl+Int,Tkl+Int/90,Clr,Clr/90,Err,Err/90,DefAct,DefAct/90,PrgP,PrgP/90,PrgC,PrgC/90,KP,KP/90,Cmp%,Cmp%/90,SCA,SCA/90,Ast_stats_passing,Ast_stats_passing/90,xA,xA/90,PPA,PPA/90,GA,GA/90,Saves,Saves/90,Save%,Save%/90,CS,CS/90,CS%,CS%/90,PKA,PKA/90,PKsv,PKsv/90,Touches,Touches/90,Carries,Carries/90,PrgR,PrgR/90,Mis,Mis/90,Dis,Dis/90,CrdY,CrdY/90,CrdR,CrdR/90,PKwon,PKwon/90,PKcon,PKcon/90,Recov,Recov/90
45,Felix Agu,NGA,DF,Werder Bremen,Bundesliga,24,22,21,1751,19.5,3,0.1541976014,0,0,3,0.1541976014,1.4,0.07195888064,1.8,0.09251856082,1.4,0.07195888064,3,0.1541976014,30,1.541976014,14,0.7195888064,12,14,4,27,1.387778412,21,1.07938321,51,2.621359223,48,2.467161622,0,0,78,4.009137636,43,2.21016562,33,1.696173615,20,1.027984009,79.7,4.096516276,35,1.798972016,0,0,2.5,0.1284980011,22,1.13078241,,0,,0,,0,,0,,0,,0,,0,1045,53.71216448,545,28.01256425,105,5.396916048,33,1.696173615,12,0.6167904055,1,0.05139920046,0,0,0,0,0,0,67,3.443746431
46,Álvaro Aguado,ESP,MF,Espanyol,La Liga,28,16,4,443,4.9,0,0,1,0.2031602709,1,0.2031602709,0.6,0.1218961625,0.6,0.1218961625,0.6,0.1218961625,0,0,5,1.015801354,2,0.4063205418,3,2,0,7,1.422121896,4,0.8126410835,9,1.828442438,5,1.015801354,1,0.2031602709,15,3.047404063,37,7.516930023,15,3.047404063,4,0.8126410835,77.8,15.80586907,16,3.250564334,1,0.2031602709,0.4,0.08126410835,8,1.625282167,,0,,0,,0,,0,,0,,0,,0,303,61.55756208,175,35.5530474,4,0.8126410835,9,1.828442438,4,0.8126410835,3,0.6094808126,0,0,0,0,0,0,37,7.516930023
47,Lorenzo Aguado,ESP,DF,Real Madrid,La Liga,21,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,0,0,0,0,0,0,100,1800,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,3,54,1,18,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0
48,Nayef Aguerd,MAR,DF,Real Sociedad,La Liga,28,21,21,1760,19.6,0,0,0,0,0,0,2.4,0.1227272727,0.1,0.005113636364,2.4,0.1227272727,0,0,30,1.534090909,24,1.227272727,17,12,1,21,1.073863636,13,0.6647727273,43,2.198863636,91,4.653409091,0,0,64,3.272727273,75,3.835227273,26,1.329545455,5,0.2556818182,87.3,4.464204545,16,0.8181818182,0,0,0.3,0.01534090909,3,0.1534090909,,0,,0,,0,,0,,0,,0,,0,1594,81.51136364,1019,52.10795455,1,0.05113636364,7,0.3579545455,3,0.1534090909,5,0.2556818182,0,0,0,0,1,0.05113636364,73,3.732954545
49,Ruben Aguilar,FRA,"DF,MF",Lens,Ligue 1,31,16,13,1124,12.5,1,0.08007117438,2,0.1601423488,3,0.2402135231,0.8,0.0640569395,1.9,0.1521352313,0.8,0.0640569395,1,0.08007117438,34,2.722419929,18,1.441281139,17,12,5,25,2.001779359,13,1.040925267,47,3.763345196,23,1.841637011,0,0,72,5.765124555,74,5.925266904,32,2.56227758,11,0.8807829181,80.3,6.429715302,26,2.081850534,2,0.1601423488,1.4,0.1120996441,21,1.681494662,,0,,0,,0,,0,,0,,0,,0,996,79.75088968,518,41.47686833,101,8.087188612,19,1.521352313,6,0.4804270463,4,0.3202846975,0,0,0,0,0,0,79,6.325622776
50,Naouirou Ahamada,FRA,"MF,FW",Rennes,Ligue 1,22,3,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.103448276,2,3.103448276,2,3.103448276,0,0,2,3.103448276,1,1.551724138,2,3.103448276,0,0,77.3,119.9482759,2,3.103448276,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,31,48.10344828,16,24.82758621,1,1.551724138,1,1.551724138,1,1.551724138,0,0,0,0,0,0,0,0,7,10.86206897
51,Honest Ahanor,ITA,"DF,MF",Genoa,Serie A,16,6,3,270,3,0,0,0,0,0,0,0.5,0.1666666667,0.1,0.03333333333,0.5,0.1666666667,0,0,7,2.333333333,5,1.666666667,2,3,2,4,1.333333333,1,0.3333333333,8,2.666666667,9,3,0,0,12,4,3,1,3,1,2,0.6666666667,67.1,22.36666667,5,1.666666667,0,0,0.1,0.03333333333,0,0,,0,,0,,0,,0,,0,,0,,0,106,35.33333333,52,17.33333333,7,2.333333333,7,2.333333333,2,0.6666666667,0,0,0,0,0,0,0,0,14,4.666666667
52,Erik Ahlstrand,SWE,"FW,MF",St. Pauli,Bundesliga,22,5,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.093023256,1,2.093023256,1,2.093023256,1,2.093023256,0,0,2,4.186046512,1,2.093023256,1,2.093023256,0,0,76.9,160.9534884,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,22,46.04651163,12,25.11627907,3,6.279069767,3,6.279069767,0,0,0,0,0,0,0,0,0,0,0,0
53,Jean-Eudes Aholou,CIV,MF,Angers,Ligue 1,30,26,26,1959,21.8,2,0.09188361409,0,0,2,0.09188361409,1.8,0.08269525268,1,0.04594180704,1.8,0.08269525268,2,0.09188361409,56,2.572741194,36,1.653905054,26,20,10,34,1.56202144,33,1.516079632,89,4.088820827,32,1.470137825,0,0,123,5.650842266,68,3.124042879,15,0.6891271057,10,0.4594180704,84.3,3.872894334,33,1.516079632,0,0,0.7,0.03215926493,7,0.3215926493,,0,,0,,0,,0,,0,,0,,0,1032,47.41194487,495,22.74119449,16,0.7350689127,32,1.470137825,15,0.6891271057,7,0.3215926493,0,0,0,0,0,0,100,4.594180704
54,Joseph Aidoo,GHA,DF,Valladolid,La Liga,28,8,6,583,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.7718696398,5,0.7718696398,3,2,0,8,1.234991424,5,0.7718696398,10,1.54373928,26,4.013722127,1,0.154373928,17,2.624356775,14,2.161234991,1,0.154373928,0,0,89.2,13.77015437,1,0.154373928,0,0,0.1,0.0154373928,2,0.3087478559,,0,,0,,0,,0,,0,,0,,0,431,66.53516295,259,39.98284734,0,0,0,0,1,0.154373928,0,0,0,0,0,0,0,0,25,3.859348199
55,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,28,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,1,0,0,0,0,0,0,1,45,0,0,0,0,1,45,1,45,0,0,0,0,85.7,3856.5,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,8,360,7,315,0,0,0,0,1,45,0,0,0,0,0,0,0,0,1,45
56,Ayman Aiki,FRA,"FW,MF",Saint-Étienne,Ligue 1,19,5,1,127,1.4,0,0,0,0,0,0,0.1,0.07086614173,0,0,0.1,0.07086614173,0,0,3,2.125984252,3,2.125984252,1,2,0,1,0.7086614173,1,0.7086614173,4,2.834645669,0,0,0,0,5,3.543307087,5,3.543307087,4,2.834645669,1,0.7086614173,58.6,41.52755906,1,0.7086614173,0,0,0,0,1,0.7086614173,,0,,0,,0,,0,,0,,0,,0,48,34.01574803,33,23.38582677,8,5.669291339,5,3.543307087,7,4.960629921,0,0,0,0,0,0,0,0,7,4.960629921
57,Ola Aina,NGA,DF,Nott'ham Forest,Premier League,27,35,35,2995,33.3,2,0.06010016694,1,0.03005008347,3,0.09015025042,0.6,0.01803005008,1.4,0.04207011686,0.6,0.01803005008,2,0.06010016694,55,1.652754591,42,1.262103506,39,15,1,34,1.021702838,33,0.9916527546,88,2.644407346,115,3.455759599,4,0.1202003339,118,3.54590985,107,3.215358932,67,2.013355593,16,0.4808013356,73.5,2.208681135,62,1.863105175,1,0.03005008347,2.2,0.06611018364,23,0.6911519199,,0,,0,,0,,0,,0,,0,,0,1708,51.32554257,749,22.50751252,67,2.013355593,44,1.322203673,22,0.6611018364,5,0.1502504174,0,0,0,0,1,0.03005008347,190,5.70951586
58,Rayan Aït-Nouri,ALG,DF,Wolves,Premier League,23,37,37,3109,34.5,4,0.1157928594,7,0.202637504,11,0.3184303635,2.7,0.07816018012,5.5,0.1592151817,2.7,0.07816018012,4,0.1157928594,89,2.576391123,57,1.650048247,52,28,9,42,1.215825024,26,0.7526535864,115,3.329044709,75,2.171116115,2,0.05789642972,155,4.486973303,108,3.126407205,89,2.576391123,46,1.331617884,84.2,2.437439691,91,2.634287552,7,0.202637504,4,0.1157928594,30,0.8684464458,,0,,0,,0,,0,,0,,0,,0,2148,62.18076552,1129,32.68253458,176,5.094885815,52,1.505307173,47,1.360566098,7,0.202637504,1,0.02894821486,0,0,0,0,145,4.197491155
59,Junior Ajayi,CIV,FW,Hellas Verona,Serie A,19,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.923076923,0,0,0,0,100,692.3076923,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,5,34.61538462,5,34.61538462,0,0,1,6.923076923,0,0,0,0,0,0,0,0,0,0,1,6.923076923
60,Kristoffer Ajer,NOR,DF,Brentford,Premier League,26,24,17,1438,16,0,0,0,0,0,0,1,0.06258692629,1.2,0.07510431154,1,0.06258692629,0,0,26,1.627260083,18,1.126564673,14,11,1,17,1.063977747,12,0.7510431154,38,2.378303199,50,3.129346314,0,0,55,3.442280946,56,3.504867872,27,1.68984701,8,0.5006954103,78.3,4.900556328,18,1.126564673,0,0,0.5,0.03129346314,7,0.438108484,,0,,0,,0,,0,,0,,0,,0,795,49.7566064,387,24.22114047,44,2.753824757,15,0.9388038943,12,0.7510431154,5,0.3129346314,0,0,0,0,0,0,42,2.628650904
61,Ludovic Ajorque,FRA,FW,Brest,Ligue 1,30,31,29,2495,27.7,13,0.4689378758,2,0.07214428858,15,0.5410821643,10.4,0.3751503006,3.1,0.1118236473,9.6,0.3462925852,13,0.4689378758,26,0.9378757515,19,0.6853707415,3,12,11,20,0.7214428858,6,0.2164328657,32,1.154308617,26,0.9378757515,0,0,52,1.875751503,41,1.478957916,10,0.3607214429,35,1.26252505,68.9,2.485370741,60,2.164328657,2,0.07214428858,1.8,0.06492985972,11,0.3967935872,,0,,0,,0,,0,,0,,0,,0,914,32.96993988,410,14.78957916,124,4.472945892,60,2.164328657,11,0.3967935872,5,0.1803607214,0,0,2,0.07214428858,0,0,62,2.236472946
62,Manuel Akanji,SUI,DF,Manchester City,Premier League,29,26,23,2014,22.4,0,0,0,0,0,0,1.6,0.07149950348,0.4,0.01787487587,1.6,0.07149950348,0,0,19,0.8490566038,12,0.5362462761,12,4,3,11,0.4915590864,9,0.4021847071,28,1.251241311,64,2.859980139,3,0.134061569,36,1.608738828,158,7.060575968,46,2.055610725,9,0.4021847071,93.6,4.182720953,37,1.653426018,0,0,1.3,0.05809334657,11,0.4915590864,,0,,0,,0,,0,,0,,0,,0,1881,84.05660377,1254,56.03773585,7,0.3128103277,5,0.2234359484,5,0.2234359484,3,0.134061569,0,0,0,0,0,0,103,4.602780536
63,Ümit Akdag,ROU,DF,Toulouse,Ligue 1,20,9,6,500,5.6,0,0,0,0,0,0,0.1,0.018,0.1,0.018,0.1,0.018,0,0,8,1.44,4,0.72,3,4,1,10,1.8,11,1.98,19,3.42,19,3.42,0,0,29,5.22,29,5.22,4,0.72,2,0.36,78.7,14.166,5,0.9,0,0,0.1,0.018,1,0.18,,0,,0,,0,,0,,0,,0,,0,400,72,217,39.06,9,1.62,1,0.18,0,0,2,0.36,0,0,0,0,0,0,24,4.32
64,Nathan Aké,NED,DF,Manchester City,Premier League,29,10,8,678,7.5,0,0,0,0,0,0,0.2,0.02654867257,0,0,0.2,0.02654867257,0,0,9,1.194690265,7,0.9292035398,7,2,0,7,0.9292035398,3,0.3982300885,12,1.592920354,22,2.920353982,1,0.1327433628,18,2.389380531,50,6.637168142,12,1.592920354,1,0.1327433628,93.9,12.46460177,8,1.061946903,0,0,0.2,0.02654867257,1,0.1327433628,,0,,0,,0,,0,,0,,0,,0,596,79.11504425,403,53.49557522,2,0.2654867257,4,0.5309734513,3,0.3982300885,0,0,0,0,0,0,0,0,24,3.185840708
65,Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,20,11,7,584,6.5,1,0.154109589,0,0,1,0.154109589,0.6,0.09246575342,1,0.154109589,0.6,0.09246575342,1,0.154109589,12,1.849315068,7,1.078767123,4,4,4,8,1.232876712,3,0.4623287671,15,2.311643836,13,2.003424658,0,0,23,3.544520548,12,1.849315068,30,4.623287671,9,1.386986301,73.5,11.32705479,29,4.469178082,0,0,1.7,0.2619863014,8,1.232876712,,0,,0,,0,,0,,0,,0,,0,293,45.15410959,200,30.82191781,64,9.863013699,15,2.311643836,10,1.54109589,1,0.154109589,0,0,0,0,0,0,30,4.623287671
66,Sergio Akieme,ESP,DF,Reims,Ligue 1,26,30,29,2523,28,2,0.07134363853,3,0.1070154578,5,0.1783590963,1.5,0.05350772889,2.5,0.08917954816,1.5,0.05350772889,2,0.07134363853,34,1.212841855,23,0.820451843,30,3,1,26,0.9274673008,17,0.6064209275,51,1.819262782,97,3.460166468,4,0.1426872771,73,2.604042806,86,3.067776457,55,1.961950059,21,0.7491082045,81,2.88941736,37,1.319857313,3,0.1070154578,2.5,0.08917954816,20,0.7134363853,,0,,0,,0,,0,,0,,0,,0,1436,51.22473246,710,25.32699168,97,3.460166468,31,1.105826397,19,0.677764566,5,0.1783590963,0,0,0,0,0,0,109,3.8882283
67,Maghnes Akliouche,FRA,"FW,MF",Monaco,Ligue 1,22,32,27,2406,26.7,5,0.187032419,10,0.3740648379,15,0.5610972569,9.2,0.3441396509,7.3,0.2730673317,8.4,0.3142144638,4,0.1496259352,51,1.907730673,31,1.159600998,12,24,15,21,0.7855361596,15,0.5610972569,66,2.46882793,13,0.4862842893,0,0,87,3.25436409,173,6.471321696,127,4.750623441,49,1.832917706,81.3,3.041147132,119,4.451371571,10,0.3740648379,7.8,0.2917705736,64,2.394014963,,0,,0,,0,,0,,0,,0,,0,1566,58.57855362,999,37.36907731,226,8.453865337,78,2.917705736,47,1.758104738,2,0.07481296758,0,0,0,0,0,0,131,4.900249377
68,Paul Akouokou,CIV,MF,Lyon,Ligue 1,26,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.736842105,0,0,0,1,0,0,0,1,4.736842105,2,9.473684211,0,0,1,4.736842105,1,4.736842105,1,4.736842105,0,0,0,0,66.7,315.9473684,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,18,85.26315789,14,66.31578947,0,0,1,4.736842105,0,0,1,4.736842105,0,0,0,0,0,0,0,0
69,Clément Akpa,CIV,DF,Auxerre,Ligue 1,22,31,29,2486,27.6,0,0,1,0.03620273532,1,0.03620273532,0.3,0.0108608206,0.9,0.03258246179,0.3,0.0108608206,0,0,55,1.991150442,34,1.230893001,36,12,7,38,1.375703942,42,1.520514883,97,3.511665326,141,5.10458568,2,0.07240547064,133,4.814963797,74,2.679002414,27,0.9774738536,8,0.2896218825,82.5,2.986725664,22,0.796460177,1,0.03620273532,0.9,0.03258246179,10,0.3620273532,,0,,0,,0,,0,,0,,0,,0,1532,55.46259051,895,32.40144811,24,0.8688656476,9,0.3258246179,4,0.1448109413,7,0.2534191472,0,0,0,0,1,0.03620273532,116,4.199517297
70,Jean-Daniel Akpa-Akpro,CIV,MF,Monza,Serie A,31,14,12,966,10.7,0,0,0,0,0,0,0.3,0.02795031056,0.2,0.01863354037,0.3,0.02795031056,0,0,30,2.795031056,18,1.677018634,15,14,1,19,1.770186335,13,1.211180124,43,4.00621118,16,1.49068323,1,0.09316770186,61,5.683229814,19,1.770186335,21,1.956521739,3,0.2795031056,79.5,7.406832298,12,1.118012422,0,0,0.2,0.01863354037,2,0.1863354037,,0,,0,,0,,0,,0,,0,,0,505,47.04968944,306,28.50931677,22,2.049689441,24,2.236024845,2,0.1863354037,4,0.3726708075,0,0,0,0,0,0,54,5.031055901
71,David Akpan Ankeye,NGA,"FW,MF",Genoa,Serie A,22,4,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,85.7,171.4,1,2,0,0,0,0,1,2,,0,,0,,0,,0,,0,,0,,0,9,18,6,12,3,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0
72,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,29,32,23,2220,24.7,0,0,0,0,0,0,0.1,0.004054054054,0.3,0.01216216216,0.1,0.004054054054,0,0,54,2.189189189,27,1.094594595,36,12,6,65,2.635135135,29,1.175675676,83,3.364864865,115,4.662162162,1,0.04054054054,147,5.959459459,98,3.972972973,14,0.5675675676,7,0.2837837838,87.1,3.531081081,27,1.094594595,0,0,0.6,0.02432432432,10,0.4054054054,,0,,0,,0,,0,,0,,0,,0,1692,68.59459459,892,36.16216216,16,0.6486486486,11,0.4459459459,9,0.3648648649,3,0.1216216216,0,0,0,0,4,0.1621621622,107,4.337837838
73,Chuba Akpom,ENG,FW,Lille,Ligue 1,28,14,6,639,7.1,3,0.4225352113,1,0.1408450704,4,0.5633802817,5,0.7042253521,0.5,0.07042253521,3.4,0.4788732394,2,0.2816901408,8,1.126760563,5,0.7042253521,0,4,4,9,1.267605634,0,0,8,1.126760563,3,0.4225352113,0,0,17,2.394366197,7,0.985915493,6,0.8450704225,5,0.7042253521,67.7,9.535211268,17,2.394366197,1,0.1408450704,0.4,0.05633802817,4,0.5633802817,,0,,0,,0,,0,,0,,0,,0,165,23.23943662,80,11.26760563,38,5.352112676,12,1.690140845,5,0.7042253521,0,0,0,0,1,0.1408450704,0,0,11,1.549295775
74,David Alaba,AUT,DF,Real Madrid,La Liga,32,7,4,317,3.5,0,0,0,0,0,0,0,0,0.1,0.02839116719,0,0,0,0,1,0.2839116719,0,0,1,0,0,5,1.41955836,6,1.703470032,7,1.987381703,7,1.987381703,0,0,12,3.406940063,7,1.987381703,2,0.5678233438,1,0.2839116719,90.4,25.66561514,2,0.5678233438,0,0,0.1,0.02839116719,1,0.2839116719,,0,,0,,0,,0,,0,,0,,0,247,70.12618297,180,51.10410095,4,1.135646688,1,0.2839116719,0,0,1,0.2839116719,0,0,0,0,0,0,8,2.271293375
75,Ibrahim Alani,NGA,MF,Valladolid,La Liga,18,3,1,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6.75,7,3.9375,8,4,0,3,1.6875,1,0.5625,13,7.3125,1,0.5625,0,0,16,9,5,2.8125,2,1.125,0,0,83.5,46.96875,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,113,63.5625,54,30.375,1,0.5625,1,0.5625,2,1.125,0,0,0,0,0,0,0,0,13,7.3125
76,Andreas Albers,DEN,FW,St. Pauli,Bundesliga,34,14,0,62,0.7,1,1.451612903,0,0,1,1.451612903,0.6,0.8709677419,0.1,0.1451612903,0.6,0.8709677419,1,1.451612903,1,1.451612903,1,1.451612903,0,0,1,0,0,0,0,1,1.451612903,1,1.451612903,0,0,1,1.451612903,3,4.35483871,1,1.451612903,2,2.903225806,51.7,75.0483871,2,2.903225806,0,0,0.1,0.1451612903,0,0,,0,,0,,0,,0,,0,,0,,0,44,63.87096774,24,34.83870968,6,8.709677419,4,5.806451613,6,8.709677419,0,0,0,0,0,0,0,0,3,4.35483871
77,Raúl Albiol,ESP,DF,Villarreal,La Liga,38,15,14,1188,13.2,0,0,0,0,0,0,0.1,0.007575757576,0,0,0.1,0.007575757576,0,0,10,0.7575757576,9,0.6818181818,9,1,0,10,0.7575757576,6,0.4545454545,16,1.212121212,69,5.227272727,1,0.07575757576,25,1.893939394,34,2.575757576,3,0.2272727273,0,0,89.4,6.772727273,5,0.3787878788,0,0,0.1,0.007575757576,1,0.07575757576,,0,,0,,0,,0,,0,,0,,0,915,69.31818182,514,38.93939394,0,0,3,0.2272727273,1,0.07575757576,5,0.3787878788,0,0,0,0,2,0.1515151515,44,3.333333333
78,Carlos Alcaraz,ARG,MF,Southampton,Premier League,21,1,0,10,0.1,0,0,0,0,0,0,0.1,0.9,0.1,0.9,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,0,0,0,0,1,9,6,54,4,36,1,9,100,900,1,9,0,0,0,0,1,9,,0,,0,,0,,0,,0,,0,,0,17,153,12,108,1,9,0,0,0,0,0,0,0,0,0,0,0,0,2,18
79,Carlos Alcaraz,ARG,"FW,MF",Everton,Premier League,21,15,7,764,8.5,2,0.2356020942,3,0.3534031414,5,0.5890052356,1.7,0.2002617801,1.6,0.1884816754,1.7,0.2002617801,2,0.2356020942,11,1.295811518,5,0.5890052356,5,3,3,9,1.060209424,5,0.5890052356,16,1.884816754,10,1.178010471,0,0,25,2.945026178,42,4.947643979,19,2.238219895,13,1.531413613,80.6,9.494764398,33,3.887434555,3,0.3534031414,0.7,0.08246073298,18,2.120418848,,0,,0,,0,,0,,0,,0,,0,378,44.52879581,211,24.85602094,21,2.47382199,14,1.64921466,13,1.531413613,4,0.4712041885,0,0,0,0,0,0,37,4.358638743
80,Omar Alderete,PAR,DF,Getafe,La Liga,27,34,34,2971,33,1,0.0302928307,0,0,1,0.0302928307,1.7,0.05149781218,0.9,0.02726354763,1.7,0.05149781218,1,0.0302928307,43,1.30259172,29,0.8784920902,30,11,2,38,1.151127566,40,1.211713228,83,2.514304948,241,7.300572198,1,0.0302928307,120,3.635139684,112,3.392797038,25,0.7573207674,11,0.3332211377,65.5,1.984180411,37,1.120834736,0,0,0.9,0.02726354763,15,0.4543924605,,0,,0,,0,,0,,0,,0,,0,1585,48.01413665,633,19.17536183,7,0.2120498149,30,0.9087849209,9,0.2726354763,8,0.2423426456,0,0,1,0.0302928307,4,0.1211713228,115,3.48367553
81,Carles Aleñá,ESP,"MF,FW",Getafe,La Liga,26,10,5,452,5,0,0,0,0,0,0,0.9,0.1792035398,0.1,0.01991150442,0.9,0.1792035398,0,0,6,1.194690265,3,0.5973451327,2,3,1,9,1.792035398,0,0,6,1.194690265,7,1.39380531,0,0,15,2.986725664,12,2.389380531,3,0.5973451327,3,0.5973451327,79.5,15.82964602,8,1.592920354,0,0,0.1,0.01991150442,3,0.5973451327,,0,,0,,0,,0,,0,,0,,0,163,32.45575221,88,17.52212389,10,1.991150442,3,0.5973451327,6,1.194690265,1,0.1991150442,0,0,0,0,0,0,12,2.389380531
82,Carles Aleñá,ESP,"MF,FW",Alavés,La Liga,26,14,13,1090,12.1,0,0,2,0.1651376147,2,0.1651376147,0.7,0.05779816514,1.3,0.1073394495,0.7,0.05779816514,0,0,19,1.568807339,12,0.9908256881,6,7,6,11,0.9082568807,2,0.1651376147,21,1.733944954,4,0.3302752294,0,0,32,2.642201835,58,4.788990826,18,1.486238532,19,1.568807339,76.1,6.283486239,44,3.633027523,2,0.1651376147,1.3,0.1073394495,14,1.155963303,,0,,0,,0,,0,,0,,0,,0,590,48.71559633,330,27.24770642,43,3.550458716,23,1.899082569,14,1.155963303,1,0.08256880734,0,0,0,0,0,0,47,3.880733945
83,Ben Alexander Voll,GER,GK,St. Pauli,Bundesliga,23,2,1,91,1,0,0,0,0,0,0,0,0,0.1,0.0989010989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.989010989,56,55.38461538,1,0.989010989,0,0,0,0,0,0,2,1.978021978,3,2.967032967,60,59.34065934,0,0,0,0,0,0,0,0,52,51.42857143,33,32.63736264,0,0,0,0,0,0,1,0.989010989,0,0,0,0,0,0,0,0
84,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,25,33,28,2365,26.3,3,0.1141649049,6,0.2283298097,9,0.3424947146,1.9,0.07230443975,7.3,0.2778012685,1.9,0.07230443975,3,0.1141649049,72,2.739957717,50,1.902748414,44,19,9,26,0.9894291755,31,1.179704017,103,3.919661734,55,2.093023256,4,0.1522198732,125,4.756871036,232,8.828752643,51,1.940803383,52,1.978858351,73.5,2.797040169,98,3.729386892,6,0.2283298097,7.4,0.2816067653,65,2.473572939,,0,,0,,0,,0,,0,,0,,0,2252,85.69978858,1183,45.01902748,94,3.577167019,19,0.7230443975,15,0.5708245243,5,0.1902748414,0,0,0,0,0,0,132,5.023255814
85,Alfon,ESP,"FW,MF",Celta Vigo,La Liga,25,26,14,1371,15.2,5,0.3282275711,2,0.1312910284,7,0.4595185996,4.6,0.3019693654,2.6,0.170678337,4.6,0.3019693654,5,0.3282275711,8,0.5251641138,3,0.1969365427,3,2,3,8,0.5251641138,5,0.3282275711,13,0.8533916849,5,0.3282275711,1,0.06564551422,20,1.312910284,22,1.444201313,89,5.842450766,24,1.575492341,69.8,4.582056893,59,3.873085339,2,0.1312910284,2.1,0.1378555799,7,0.4595185996,,0,,0,,0,,0,,0,,0,,0,551,36.17067834,374,24.55142232,170,11.15973742,29,1.903719912,20,1.312910284,1,0.06564551422,1,0.06564551422,1,0.06564551422,0,0,37,2.428884026
86,Mohamed Ali Cho,FRA,"FW,MF",Nice,Ligue 1,20,27,21,1621,18,3,0.1665638495,4,0.2220851326,7,0.3886489821,4,0.2220851326,4,0.2220851326,4,0.2220851326,3,0.1665638495,13,0.7217766811,9,0.4996915484,4,5,4,17,0.9438618137,5,0.2776064158,18,0.9993830969,8,0.4441702653,0,0,35,1.943244911,59,3.275755706,81,4.497223936,30,1.665638495,70.3,3.903146206,59,3.275755706,4,0.2220851326,3.5,0.1943244911,36,1.998766194,,0,,0,,0,,0,,0,,0,,0,720,39.97532387,460,25.53979025,133,7.38433066,68,3.775447255,26,1.443553362,2,0.1110425663,0,0,0,0,0,0,69,3.830968538
87,Faride Alidou,GER,"FW,MF",Hellas Verona,Serie A,23,3,0,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.267605634,1,1.267605634,1,1.267605634,3,3.802816901,1,1.267605634,1,1.267605634,1,1.267605634,1,1.267605634,1,1.267605634,80,101.4084507,2,2.535211268,0,0,0,0,1,1.267605634,,0,,0,,0,,0,,0,,0,,0,31,39.29577465,17,21.54929577,2,2.535211268,1,1.267605634,1,1.267605634,0,0,0,0,0,0,0,0,0,0
88,Alisson,BRA,GK,Liverpool,Premier League,31,28,28,2508,27.9,0,0,0,0,0,0,0,0,0.6,0.02153110048,0,0,0,0,1,0.03588516746,0,0,1,0,0,0,0,0,0,1,0.03588516746,13,0.466507177,1,0.03588516746,0,0,1,0.03588516746,0,0,1,0.03588516746,82.8,2.971291866,7,0.2511961722,0,0,0.2,0.007177033493,0,0,29,1.040669856,73,2.619617225,72,2.583732057,9,0.3229665072,32.1,1.151913876,1,0.03588516746,0,0,1011,36.27990431,658,23.61244019,0,0,1,0.03588516746,0,0,0,0,0,0,0,0,0,0,47,1.686602871
